respondent_id,survey_wave,city_tier,region,vehicle_type,vehicle_age_years,e20_factory_compatible,monthly_fuel_spend_inr,experienced_mileage_drop,mileage_drop_bucket,experienced_repair_wear_increase,govt_e20_handling_sentiment,wants_e0_e10_choice_back,prior_awareness_of_separator_devices,price_point_shown_inr,purchase_likelihood_1to5,nps_0to10,preferred_payment_mode,primary_motivator,household_income_bucket
R101069,Wave 2 - Jul 2026,Tier-1,East,Commercial/Fleet,6.8,No,29438,No,None noticed,No,Disastrous,Yes,No,5999,5,9,No-cost EMI (installments),Restore lost mileage,<₹3L
R101070,Wave 2 - Jul 2026,Tier-3,West,Two-wheeler,0.9,Yes,681,No,None noticed,No,Positive,No,No,5999,1,1,Subscription (device+cartridges bundled),Protect engine/seals from damage,<₹3L
R101071,Wave 2 - Jul 2026,Tier-2,West,Two-wheeler,0.8,Yes,1597,No,None noticed,No,Neutral/Mixed,No,No,3999,1,0,One-time payment,Save money long-term vs additives,₹6-10L
R101072,Wave 2 - Jul 2026,Tier-1,East,Hatchback,4.4,No,3902,No,None noticed,No,Disastrous,Yes,No,4499,3,3,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R101073,Wave 1 - Jul 2026,Tier-3,East,Two-wheeler,5.6,Yes,1149,No,None noticed,Yes,Positive,No,No,5999,1,0,No-cost EMI (installments),Protect engine/seals from damage,>₹20L
R101074,Wave 2 - Jul 2026,Tier-3,East,Hatchback,2.2,No,3873,No,None noticed,No,Positive,No,No,3999,1,0,One-time payment,Save money long-term vs additives,>₹20L
R101075,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,0.5,Yes,1662,No,None noticed,No,Ineffective,Yes,No,5999,4,8,One-time payment,Environmental/fuel-quality concern,<₹3L
R101076,Wave 1 - Jul 2026,Tier-1,West,SUV,3.4,Yes,9864,Yes,0-5%,No,Positive,No,No,5999,3,3,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R101077,Wave 1 - Jul 2026,Tier-1,North,Commercial/Fleet,4.3,No,19464,Yes,10-15%,No,Disastrous,No,No,5999,5,10,One-time payment,Save money long-term vs additives,₹3-6L
R101078,Wave 1 - Jul 2026,Tier-2,East,Commercial/Fleet,2.8,No,24160,Yes,10-15%,Yes,Disastrous,Yes,No,4499,5,7,No-cost EMI (installments),Restore lost mileage,₹3-6L
R101079,Wave 2 - Jul 2026,Tier-1,West,Hatchback,6.3,No,5692,Yes,5-10%,Yes,Disastrous,No,Yes,4499,5,10,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R101080,Wave 1 - Jul 2026,Metro,South,Two-wheeler,4.2,No,1720,Yes,15%+,Yes,Disastrous,Yes,No,5999,4,6,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R101081,Wave 1 - Jul 2026,Tier-3,North,Sedan,2.0,Yes,4913,No,None noticed,No,Positive,No,No,4499,2,2,No-cost EMI (installments),Not sure / still skeptical,₹10-20L
R101082,Wave 1 - Jul 2026,Tier-3,South,SUV,2.2,Yes,9335,No,None noticed,No,Neutral/Mixed,Yes,No,5999,2,2,One-time payment,Environmental/fuel-quality concern,<₹3L
R101083,Wave 1 - Jul 2026,Tier-3,West,Hatchback,3.4,Yes,4787,Yes,5-10%,No,Disastrous,No,Yes,4499,5,10,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹3-6L
R101084,Wave 1 - Jul 2026,Tier-3,North,Sedan,2.6,No,4475,Yes,15%+,No,Neutral/Mixed,No,Yes,5999,4,7,No-cost EMI (installments),Protect engine/seals from damage,₹6-10L
R101085,Wave 1 - Jul 2026,Tier-2,North,Sedan,0.8,Yes,3251,No,None noticed,No,Positive,No,No,5999,1,0,No-cost EMI (installments),Environmental/fuel-quality concern,₹6-10L
R101086,Wave 2 - Jul 2026,Tier-2,Central,Sedan,3.9,No,2515,Yes,10-15%,Yes,Neutral/Mixed,No,No,4499,5,10,No-cost EMI (installments),Save money long-term vs additives,<₹3L
R101087,Wave 2 - Jul 2026,Tier-2,East,Sedan,2.2,Yes,5913,No,None noticed,No,Positive,No,No,3999,3,7,One-time payment,Restore lost mileage,₹10-20L
R101088,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,2.5,Yes,1517,No,None noticed,No,Positive,No,No,3999,1,1,Subscription (device+cartridges bundled),Restore lost mileage,>₹20L
R101089,Wave 2 - Jul 2026,Tier-1,South,Hatchback,1.5,Yes,2810,No,None noticed,Yes,Ineffective,No,Yes,5999,3,5,No-cost EMI (installments),Not sure / still skeptical,₹6-10L
R101090,Wave 2 - Jul 2026,Metro,Central,Hatchback,8.5,No,5430,Yes,15%+,Yes,Disastrous,Yes,Yes,4499,5,8,Subscription (device+cartridges bundled),Restore lost mileage,₹10-20L
R101091,Wave 1 - Jul 2026,Tier-2,West,Two-wheeler,5.0,No,1460,No,None noticed,No,Positive,No,Yes,3999,2,1,Subscription (device+cartridges bundled),Not sure / still skeptical,₹6-10L
R101092,Wave 1 - Jul 2026,Tier-1,West,SUV,9.8,No,11298,Yes,15%+,Yes,Disastrous,Yes,No,5999,5,10,No-cost EMI (installments),Restore lost mileage,₹6-10L
R101093,Wave 1 - Jul 2026,Metro,South,Hatchback,2.7,No,4636,Yes,10-15%,Yes,Disastrous,No,No,5999,4,6,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R101094,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,5.2,No,982,Yes,10-15%,Yes,Disastrous,No,Yes,5999,5,9,No-cost EMI (installments),Restore lost mileage,₹6-10L
R101095,Wave 2 - Jul 2026,Tier-1,North,SUV,4.0,No,9252,Yes,15%+,Yes,Disastrous,Yes,No,4499,4,9,One-time payment,Protect engine/seals from damage,₹6-10L
R101096,Wave 1 - Jul 2026,Metro,West,Sedan,2.1,Yes,6888,No,None noticed,No,Neutral/Mixed,No,No,5999,2,2,Subscription (device+cartridges bundled),Not sure / still skeptical,₹3-6L
R101097,Wave 1 - Jul 2026,Tier-2,North,Sedan,2.7,No,4911,Yes,5-10%,Yes,Neutral/Mixed,No,No,5999,4,5,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
R101098,Wave 1 - Jul 2026,Tier-3,North,Two-wheeler,5.0,No,835,No,None noticed,No,Neutral/Mixed,No,No,3999,3,7,No-cost EMI (installments),Restore lost mileage,₹3-6L
R101099,Wave 2 - Jul 2026,Metro,West,SUV,1.5,Yes,8430,No,None noticed,No,Neutral/Mixed,No,No,5999,1,2,No-cost EMI (installments),Environmental/fuel-quality concern,₹3-6L
R101100,Wave 2 - Jul 2026,Metro,Central,Two-wheeler,6.4,No,1008,Yes,10-15%,No,Ineffective,No,No,4499,5,10,One-time payment,Save money long-term vs additives,₹6-10L
R101101,Wave 1 - Jul 2026,Tier-1,East,Hatchback,3.8,No,5518,Yes,5-10%,Yes,Ineffective,Yes,No,5999,4,9,No-cost EMI (installments),Restore lost mileage,₹3-6L
R101102,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,5.9,No,1240,Yes,5-10%,Yes,Disastrous,No,No,5999,3,4,One-time payment,Restore lost mileage,₹3-6L
R101103,Wave 2 - Jul 2026,Tier-3,South,Hatchback,4.3,No,6228,Yes,5-10%,Yes,Disastrous,Yes,No,4499,4,8,One-time payment,Protect engine/seals from damage,₹3-6L
R101104,Wave 1 - Jul 2026,Metro,South,Sedan,0.9,Yes,2350,No,None noticed,No,Neutral/Mixed,No,No,3999,2,2,No-cost EMI (installments),Not sure / still skeptical,₹10-20L
R101105,Wave 1 - Jul 2026,Tier-2,South,Hatchback,3.3,No,4359,Yes,10-15%,Yes,Disastrous,No,No,3999,4,5,One-time payment,Restore lost mileage,₹6-10L
R101106,Wave 2 - Jul 2026,Metro,West,Hatchback,6.5,Yes,5881,Yes,0-5%,No,Ineffective,No,No,3999,5,10,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R101107,Wave 1 - Jul 2026,Tier-1,South,SUV,3.7,No,6156,No,None noticed,Yes,Ineffective,No,No,5999,5,7,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
R101108,Wave 1 - Jul 2026,Tier-3,West,Sedan,3.4,Yes,5541,No,None noticed,Yes,Disastrous,Yes,No,5999,5,10,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
R101109,Wave 1 - Jul 2026,Metro,Central,Two-wheeler,3.7,No,1242,No,None noticed,Yes,Neutral/Mixed,No,No,3999,5,10,One-time payment,Protect engine/seals from damage,<₹3L
R101110,Wave 1 - Jul 2026,Metro,Central,Commercial/Fleet,0.7,Yes,14958,No,None noticed,Yes,Ineffective,No,No,3999,5,10,One-time payment,Protect engine/seals from damage,₹6-10L
R101111,Wave 2 - Jul 2026,Tier-1,North,Sedan,6.9,No,6197,No,None noticed,Yes,Ineffective,No,No,5999,2,2,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R101112,Wave 1 - Jul 2026,Tier-2,South,Commercial/Fleet,0.4,Yes,11790,No,None noticed,No,Positive,No,No,3999,1,0,One-time payment,Not sure / still skeptical,₹6-10L
R101113,Wave 1 - Jul 2026,Tier-3,North,Commercial/Fleet,7.8,No,17925,Yes,15%+,Yes,Ineffective,Yes,No,3999,5,9,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R101114,Wave 2 - Jul 2026,Tier-3,South,Commercial/Fleet,2.6,No,21173,No,None noticed,Yes,Disastrous,No,No,3999,5,10,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R101115,Wave 2 - Jul 2026,Metro,South,Sedan,4.5,No,5451,Yes,10-15%,No,Ineffective,No,No,4499,3,5,One-time payment,Restore lost mileage,₹6-10L
R101116,Wave 1 - Jul 2026,Metro,North,Hatchback,0.6,Yes,3024,No,None noticed,No,Ineffective,No,No,4499,2,2,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R101117,Wave 2 - Jul 2026,Tier-2,East,Two-wheeler,5.5,No,1804,No,None noticed,Yes,Disastrous,Yes,No,5999,2,1,No-cost EMI (installments),Not sure / still skeptical,₹6-10L
R101118,Wave 2 - Jul 2026,Metro,South,Hatchback,4.9,No,5059,Yes,10-15%,Yes,Ineffective,Yes,No,3999,5,10,One-time payment,Restore lost mileage,<₹3L
R101119,Wave 1 - Jul 2026,Tier-3,Central,Sedan,4.7,No,4109,Yes,15%+,No,Disastrous,No,No,3999,5,10,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R101120,Wave 1 - Jul 2026,Tier-2,North,Hatchback,0.6,Yes,2678,No,None noticed,No,Ineffective,No,No,5999,1,0,One-time payment,Not sure / still skeptical,₹6-10L
R101121,Wave 2 - Jul 2026,Metro,North,SUV,1.9,Yes,6014,No,None noticed,No,Positive,No,No,5999,1,0,One-time payment,Save money long-term vs additives,₹3-6L
R101122,Wave 1 - Jul 2026,Tier-3,South,Two-wheeler,4.4,No,1614,No,None noticed,Yes,Neutral/Mixed,No,No,4499,4,6,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R101123,Wave 1 - Jul 2026,Metro,North,Two-wheeler,6.8,No,1508,Yes,10-15%,Yes,Neutral/Mixed,No,No,5999,4,8,No-cost EMI (installments),Restore lost mileage,<₹3L
R101124,Wave 1 - Jul 2026,Tier-1,South,Hatchback,1.7,Yes,5129,No,None noticed,No,Positive,No,Yes,5999,1,0,Subscription (device+cartridges bundled),Not sure / still skeptical,₹6-10L
R101125,Wave 1 - Jul 2026,Tier-2,Central,Two-wheeler,1.7,Yes,1272,No,None noticed,No,Ineffective,No,No,5999,4,8,No-cost EMI (installments),Not sure / still skeptical,₹6-10L
R101126,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,4.2,No,1038,No,None noticed,No,Neutral/Mixed,No,No,4499,1,0,No-cost EMI (installments),Not sure / still skeptical,<₹3L
R101127,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,13.0,No,1760,Yes,10-15%,Yes,Disastrous,No,No,3999,5,10,One-time payment,Save money long-term vs additives,₹3-6L
R101128,Wave 2 - Jul 2026,Tier-2,West,SUV,2.1,No,6929,No,None noticed,Yes,Neutral/Mixed,No,No,3999,4,8,One-time payment,Save money long-term vs additives,<₹3L
R101129,Wave 2 - Jul 2026,Tier-3,South,Hatchback,2.6,No,4419,No,None noticed,No,Neutral/Mixed,No,Yes,5999,2,2,One-time payment,Environmental/fuel-quality concern,₹10-20L
R101130,Wave 1 - Jul 2026,Tier-3,West,Two-wheeler,2.3,Yes,792,No,None noticed,No,Disastrous,No,Yes,5999,1,1,No-cost EMI (installments),Not sure / still skeptical,₹10-20L
R101131,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,3.1,No,1177,No,None noticed,Yes,Disastrous,No,No,4499,4,8,No-cost EMI (installments),Restore lost mileage,<₹3L
R101132,Wave 2 - Jul 2026,Metro,East,Hatchback,7.1,No,5387,Yes,5-10%,Yes,Ineffective,No,No,3999,5,7,One-time payment,Protect engine/seals from damage,<₹3L
R101133,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,3.2,Yes,1119,Yes,0-5%,Yes,Disastrous,Yes,Yes,3999,5,10,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R101134,Wave 2 - Jul 2026,Tier-3,South,Sedan,13.8,No,7123,Yes,5-10%,Yes,Ineffective,Yes,No,4499,5,10,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R101135,Wave 1 - Jul 2026,Tier-1,West,SUV,3.6,Yes,2848,No,None noticed,Yes,Neutral/Mixed,Yes,Yes,5999,4,6,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R101136,Wave 1 - Jul 2026,Tier-1,East,Two-wheeler,7.5,No,1181,No,None noticed,Yes,Neutral/Mixed,No,No,4499,2,1,One-time payment,Save money long-term vs additives,₹6-10L
R101137,Wave 1 - Jul 2026,Tier-1,South,Hatchback,2.7,No,3998,Yes,10-15%,No,Ineffective,No,Yes,4499,5,10,Subscription (device+cartridges bundled),Restore lost mileage,<₹3L
R101138,Wave 2 - Jul 2026,Metro,West,Two-wheeler,1.2,Yes,2083,No,None noticed,No,Ineffective,No,No,4499,1,0,One-time payment,Save money long-term vs additives,>₹20L
R101139,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,3.2,No,942,Yes,10-15%,Yes,Neutral/Mixed,Yes,No,5999,3,5,Subscription (device+cartridges bundled),Protect engine/seals from damage,<₹3L
R101140,Wave 1 - Jul 2026,Tier-1,North,SUV,4.8,No,9741,Yes,10-15%,No,Ineffective,No,Yes,5999,5,9,No-cost EMI (installments),Restore lost mileage,₹10-20L
R101141,Wave 2 - Jul 2026,Tier-2,North,Hatchback,1.9,Yes,5443,No,None noticed,No,Neutral/Mixed,No,No,3999,1,0,Subscription (device+cartridges bundled),Not sure / still skeptical,₹3-6L
R101142,Wave 2 - Jul 2026,Tier-3,West,SUV,6.8,No,6543,Yes,10-15%,Yes,Neutral/Mixed,No,Yes,5999,5,10,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R101143,Wave 2 - Jul 2026,Tier-3,South,Two-wheeler,2.4,Yes,1254,No,None noticed,No,Ineffective,No,No,5999,1,0,No-cost EMI (installments),Not sure / still skeptical,₹3-6L
R101144,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,1.5,Yes,1456,No,None noticed,No,Neutral/Mixed,No,No,5999,1,0,No-cost EMI (installments),Save money long-term vs additives,>₹20L
R101145,Wave 1 - Jul 2026,Tier-1,North,Hatchback,12.2,No,2458,No,None noticed,No,Ineffective,No,No,4499,3,8,One-time payment,Not sure / still skeptical,₹6-10L
R101146,Wave 2 - Jul 2026,Tier-2,East,Hatchback,1.8,No,3665,No,None noticed,No,Ineffective,Yes,No,3999,2,3,One-time payment,Not sure / still skeptical,<₹3L
R101147,Wave 1 - Jul 2026,Tier-2,East,Commercial/Fleet,2.3,Yes,25110,No,None noticed,No,Neutral/Mixed,No,No,4499,4,8,One-time payment,Environmental/fuel-quality concern,>₹20L
R101148,Wave 1 - Jul 2026,Tier-1,North,Two-wheeler,5.3,No,1605,Yes,10-15%,No,Ineffective,No,No,4499,5,10,No-cost EMI (installments),Save money long-term vs additives,₹3-6L
R101149,Wave 1 - Jul 2026,Tier-3,North,SUV,2.7,No,7840,Yes,15%+,Yes,Disastrous,Yes,No,3999,5,10,One-time payment,Protect engine/seals from damage,<₹3L
R101150,Wave 1 - Jul 2026,Metro,North,SUV,1.5,Yes,8460,No,None noticed,No,Neutral/Mixed,No,No,5999,1,0,No-cost EMI (installments),Protect engine/seals from damage,<₹3L
R101151,Wave 1 - Jul 2026,Tier-3,East,Hatchback,2.2,Yes,4883,No,None noticed,No,Positive,No,No,3999,3,4,Subscription (device+cartridges bundled),Save money long-term vs additives,₹10-20L
R101152,Wave 1 - Jul 2026,Metro,North,Two-wheeler,10.2,No,1703,Yes,5-10%,No,Neutral/Mixed,Yes,No,5999,2,2,Subscription (device+cartridges bundled),Save money long-term vs additives,₹3-6L
R101153,Wave 2 - Jul 2026,Metro,West,Hatchback,4.9,No,3546,Yes,10-15%,No,Disastrous,Yes,Yes,4499,3,2,One-time payment,Not sure / still skeptical,₹3-6L
R101154,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,5.5,No,2002,No,None noticed,Yes,Neutral/Mixed,Yes,No,3999,1,1,One-time payment,Not sure / still skeptical,>₹20L
R101155,Wave 2 - Jul 2026,Metro,East,SUV,4.0,No,11222,Yes,10-15%,Yes,Disastrous,Yes,No,4499,5,8,One-time payment,Restore lost mileage,₹6-10L
R101156,Wave 2 - Jul 2026,Metro,South,Hatchback,4.5,No,4996,Yes,10-15%,No,Ineffective,No,No,4499,3,6,One-time payment,Save money long-term vs additives,₹3-6L
R101157,Wave 2 - Jul 2026,Metro,West,Commercial/Fleet,2.5,Yes,14133,No,None noticed,No,Neutral/Mixed,No,No,5999,2,2,Subscription (device+cartridges bundled),Save money long-term vs additives,₹6-10L
R101158,Wave 2 - Jul 2026,Tier-1,Central,Hatchback,3.7,No,3000,Yes,10-15%,Yes,Ineffective,No,Yes,4499,5,9,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹3-6L
R101159,Wave 2 - Jul 2026,Tier-2,North,Hatchback,0.6,Yes,3816,No,None noticed,No,Ineffective,No,No,3999,4,7,One-time payment,Protect engine/seals from damage,₹6-10L
R101160,Wave 1 - Jul 2026,Metro,East,Sedan,6.2,No,5899,No,None noticed,Yes,Ineffective,No,No,5999,2,4,One-time payment,Environmental/fuel-quality concern,₹3-6L
R101161,Wave 1 - Jul 2026,Tier-2,North,Hatchback,2.5,Yes,2120,Yes,0-5%,Yes,Disastrous,No,No,4499,5,10,One-time payment,Save money long-term vs additives,₹6-10L
R101162,Wave 2 - Jul 2026,Tier-3,South,Commercial/Fleet,1.3,Yes,21063,No,None noticed,No,Ineffective,No,No,3999,5,9,One-time payment,Restore lost mileage,₹10-20L
R101163,Wave 1 - Jul 2026,Metro,Central,Two-wheeler,3.8,No,1905,Yes,10-15%,Yes,Ineffective,Yes,No,5999,5,8,One-time payment,Save money long-term vs additives,₹3-6L
R101164,Wave 2 - Jul 2026,Metro,West,Commercial/Fleet,2.9,Yes,21486,No,None noticed,Yes,Ineffective,No,No,3999,5,10,One-time payment,Protect engine/seals from damage,₹3-6L
R101165,Wave 1 - Jul 2026,Tier-3,West,SUV,6.1,No,6648,Yes,10-15%,No,Ineffective,No,No,3999,5,8,One-time payment,Restore lost mileage,₹3-6L
R101166,Wave 1 - Jul 2026,Tier-3,South,SUV,3.3,No,6376,Yes,10-15%,Yes,Ineffective,Yes,No,4499,5,7,One-time payment,Restore lost mileage,₹10-20L
R101167,Wave 2 - Jul 2026,Tier-1,South,Hatchback,2.1,Yes,4553,No,None noticed,Yes,Ineffective,Yes,No,4499,4,8,No-cost EMI (installments),Restore lost mileage,₹10-20L
R101168,Wave 2 - Jul 2026,Tier-2,South,SUV,3.3,No,7848,Yes,10-15%,Yes,Ineffective,No,No,4499,5,10,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R101169,Wave 1 - Jul 2026,Metro,West,Two-wheeler,8.1,No,1574,Yes,15%+,No,Neutral/Mixed,No,No,5999,1,0,No-cost EMI (installments),Not sure / still skeptical,>₹20L
R101170,Wave 2 - Jul 2026,Tier-1,South,Sedan,6.2,No,6777,Yes,10-15%,Yes,Neutral/Mixed,No,No,3999,4,7,One-time payment,Restore lost mileage,₹10-20L
R101171,Wave 1 - Jul 2026,Tier-2,South,Two-wheeler,4.9,No,1828,Yes,10-15%,Yes,Disastrous,Yes,No,5999,3,4,No-cost EMI (installments),Restore lost mileage,>₹20L
R101172,Wave 1 - Jul 2026,Metro,South,Two-wheeler,6.4,No,956,Yes,10-15%,Yes,Ineffective,No,No,3999,5,10,One-time payment,Protect engine/seals from damage,₹6-10L
R101173,Wave 2 - Jul 2026,Tier-2,South,Two-wheeler,5.1,No,1487,No,None noticed,No,Positive,No,No,3999,2,4,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R101174,Wave 1 - Jul 2026,Tier-1,South,Two-wheeler,1.7,Yes,1258,No,None noticed,No,Ineffective,Yes,No,3999,2,2,One-time payment,Protect engine/seals from damage,₹6-10L
R101175,Wave 1 - Jul 2026,Tier-2,North,Two-wheeler,5.6,No,1361,Yes,10-15%,Yes,Disastrous,No,No,3999,5,8,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹3-6L
R101176,Wave 1 - Jul 2026,Tier-1,East,SUV,6.9,No,10185,No,None noticed,No,Ineffective,Yes,No,4499,2,0,One-time payment,Save money long-term vs additives,<₹3L
R101177,Wave 1 - Jul 2026,Tier-1,West,Two-wheeler,7.1,No,1781,Yes,5-10%,Yes,Ineffective,Yes,No,5999,3,6,No-cost EMI (installments),Environmental/fuel-quality concern,₹3-6L
R101178,Wave 2 - Jul 2026,Metro,North,Sedan,1.4,Yes,8071,No,None noticed,Yes,Ineffective,Yes,No,5999,4,5,One-time payment,Protect engine/seals from damage,₹3-6L
R101179,Wave 1 - Jul 2026,Metro,West,Two-wheeler,2.3,Yes,1567,No,None noticed,No,Neutral/Mixed,Yes,No,5999,2,3,No-cost EMI (installments),Environmental/fuel-quality concern,₹10-20L
R101180,Wave 2 - Jul 2026,Tier-2,East,Sedan,2.1,No,5621,No,None noticed,No,Neutral/Mixed,No,Yes,3999,1,1,No-cost EMI (installments),Environmental/fuel-quality concern,₹3-6L
R101181,Wave 2 - Jul 2026,Metro,North,SUV,2.7,Yes,7619,No,None noticed,No,Neutral/Mixed,Yes,No,5999,2,2,One-time payment,Protect engine/seals from damage,<₹3L
R101182,Wave 1 - Jul 2026,Metro,North,Two-wheeler,4.6,No,720,No,None noticed,Yes,Disastrous,Yes,No,4499,3,4,No-cost EMI (installments),Protect engine/seals from damage,₹10-20L
R101183,Wave 2 - Jul 2026,Metro,North,Sedan,3.8,No,7976,Yes,15%+,Yes,Ineffective,No,Yes,5999,4,8,One-time payment,Save money long-term vs additives,₹6-10L
R101184,Wave 1 - Jul 2026,Metro,North,Commercial/Fleet,3.8,No,16833,Yes,5-10%,Yes,Ineffective,Yes,No,5999,5,8,No-cost EMI (installments),Environmental/fuel-quality concern,₹3-6L
R101185,Wave 1 - Jul 2026,Tier-3,East,SUV,1.1,Yes,9362,No,None noticed,No,Ineffective,Yes,No,3999,4,6,One-time payment,Restore lost mileage,₹3-6L
R101186,Wave 2 - Jul 2026,Tier-1,Central,Two-wheeler,2.3,Yes,1666,Yes,0-5%,No,Disastrous,Yes,No,4499,5,9,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
R101187,Wave 2 - Jul 2026,Tier-3,North,Hatchback,7.4,No,2736,Yes,10-15%,Yes,Disastrous,No,No,5999,5,10,Subscription (device+cartridges bundled),Protect engine/seals from damage,₹10-20L
R101188,Wave 1 - Jul 2026,Metro,East,Sedan,6.8,No,4300,Yes,10-15%,No,Positive,No,No,3999,2,4,One-time payment,Restore lost mileage,₹3-6L
R101189,Wave 2 - Jul 2026,Tier-2,North,Two-wheeler,3.2,No,2006,Yes,10-15%,Yes,Disastrous,Yes,Yes,5999,5,9,No-cost EMI (installments),Save money long-term vs additives,>₹20L
R101190,Wave 2 - Jul 2026,Tier-1,West,SUV,5.6,No,8867,Yes,10-15%,No,Disastrous,No,No,5999,5,8,Subscription (device+cartridges bundled),Restore lost mileage,₹3-6L
R101191,Wave 1 - Jul 2026,Tier-1,East,Two-wheeler,4.3,No,1172,Yes,10-15%,No,Disastrous,Yes,No,4499,5,10,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R101192,Wave 2 - Jul 2026,Tier-3,South,SUV,6.0,No,7910,Yes,10-15%,Yes,Disastrous,No,Yes,4499,5,7,One-time payment,Protect engine/seals from damage,<₹3L
R101193,Wave 1 - Jul 2026,Tier-3,North,Two-wheeler,5.7,No,1826,Yes,10-15%,No,Ineffective,No,No,4499,5,10,No-cost EMI (installments),Restore lost mileage,₹6-10L
R101194,Wave 1 - Jul 2026,Tier-3,West,Two-wheeler,3.4,No,1766,No,None noticed,No,Positive,No,No,5999,1,0,One-time payment,Not sure / still skeptical,₹3-6L
R101195,Wave 1 - Jul 2026,Metro,Central,Commercial/Fleet,4.9,No,10906,Yes,10-15%,Yes,Disastrous,Yes,No,4499,5,10,No-cost EMI (installments),Restore lost mileage,₹3-6L
R101196,Wave 1 - Jul 2026,Metro,South,SUV,4.5,No,11952,No,None noticed,No,Positive,No,No,4499,3,6,One-time payment,Environmental/fuel-quality concern,>₹20L
R101197,Wave 2 - Jul 2026,Tier-2,North,SUV,3.5,No,10418,Yes,10-15%,Yes,Disastrous,Yes,No,3999,5,8,No-cost EMI (installments),Save money long-term vs additives,₹10-20L
R101198,Wave 1 - Jul 2026,Tier-1,North,Commercial/Fleet,3.0,No,17710,Yes,10-15%,Yes,Disastrous,Yes,No,5999,5,9,No-cost EMI (installments),Protect engine/seals from damage,₹3-6L
